id,name,mfcc,scem,scom,srom,sbwm,tempo,rmse
1,'Till I Collapse.mp3,7.2836157017020495,2674.7749921862146,19.87695238045136,5288.601353884482,2482.2794200628377,86.1328125,8.85763931274414
2,A Milli.mp3,0.3198681828876105,2984.144800510727,21.843217702505548,6185.670929427486,2719.4800504660575,103.359375,7.212767601013184
3,All The Way Up (Remix).mp3,-1.639083191406773,2541.987379299166,21.93848197829147,5268.393142747436,2485.6707839154847,117.45383522727273,5.651818752288818
4,Antidote.mp3,3.7100877665319585,2866.0426901716687,21.828412050678097,6488.544097994873,2923.624558863672,129.19921875,8.435676574707031
5,Bass Drops.mp3,6.87156901032941,3265.729848882149,18.022376907981887,6920.224821013932,2892.176405139525,151.99908088235293,8.614811897277832
6,Blood On The Leaves.mp3,3.53737172758356,2468.3801584903695,20.9793140836862,5221.035095781734,2480.0636934034096,172.265625,8.3289213180542
7,Burnin.mp3,8.441056827373048,2779.745794592155,20.46871946500894,5930.573883410673,2635.4316391681696,129.19921875,8.3518648147583
8,California Love - Original Mix (Explicit).mp3,4.5939595358938226,3189.5049101867858,20.620676810431195,6465.985901067869,2754.3377258618275,92.28515625,6.914132118225098
9,Champions.mp3,7.3993053989068365,2704.8128556514594,20.72413467696756,5909.914263556985,2721.3917680134964,135.99917763157896,9.705437660217285
10,Chill Bill REMIX.mp3,6.456714280534448,2075.1876144798207,22.28350807853856,4542.789197041892,2507.127646166476,107.666015625,8.448152542114258
11,Dirty Deeds Done Dirt Cheap.mp3,3.6286305048512983,2478.2663399135354,21.177100150280634,4717.313141719475,2150.828643039253,135.99917763157896,5.525505542755127
12,Down With The Sickness.mp3,5.424994518922071,2957.405391359094,18.861864538831483,5826.189769827544,2584.6911576855014,89.10290948275862,4.32724666595459
13,Enter Sandman.mp3,5.737571002723868,3099.856225139212,19.66924153378256,6130.7712613982685,2644.7606937623495,123.046875,4.235799789428711
14,Feel Invincible.mp3,9.199405737934892,2949.9545941808415,19.299859333818652,5858.081243650832,2535.590137093157,123.046875,7.82133150100708
15,Five Hours.mp3,9.183096101526623,2913.5093254663066,19.13154621310824,6547.635407344475,2911.5487152358714,129.19921875,10.699281692504883
16,Flashlight - Original Mix.mp3,4.946143863447572,3269.909695686848,18.946885315544225,6790.467272306743,2814.5157056697585,129.19921875,8.175726890563965
17,Forever.mp3,6.607135885242655,2305.61128778439,19.342606459538754,4870.778880399816,2399.95306726094,135.99917763157896,9.426009178161621
18,Grindin'.mp3,6.1318679159530065,2267.5929751483877,20.393185056178805,4803.395954521817,2411.3292253313025,112.34714673913044,7.357149124145508
19,Hate Me Now.mp3,7.169419286396444,2579.3304027534914,20.626530946454597,5457.4919992925215,2589.8431566992167,89.10290948275862,7.694087982177734
20,Ima Boss - feat. Rick Ross.mp3,9.94047020638677,3225.725217314753,20.29232370289934,6988.391075488584,2954.9921519508343,107.666015625,9.5101900100708
21,Last Resort.mp3,8.464172222864313,2877.395519730495,19.601475392978188,5647.5241835272345,2554.4289554484176,92.28515625,7.803962707519531
22,Lockjaw.mp3,8.68068774261238,2887.0068071760966,20.952103475766886,6251.953861956995,2848.8998638633298,112.34714673913044,9.27587890625
23,Look Alive - Remix.mp3,8.17613977818965,2384.12080002791,20.042727445802,5287.601359931308,2648.768498667208,117.45383522727273,8.609834671020508
24,Looking Down the Barrel of Today.mp3,9.016080518248433,3074.091350664909,18.473178871168663,6244.995570699497,2723.525320017324,117.45383522727273,7.482840538024902
25,Lose Yourself - Soundtrack Version.mp3,9.776713802189064,2342.703671444102,20.21185932933771,4844.570705543731,2447.7749164297834,86.1328125,9.346674919128418
26,Mercy.1.mp3,7.7633828581543005,2616.7731018655304,20.379160461700387,5723.473724270752,2707.3957996227628,135.99917763157896,7.949509143829346
27,My Way.mp3,8.820102188430582,2801.5212741198093,18.963246740725708,5928.155819919456,2616.9464031347106,129.19921875,9.323859214782715
28,Notorious Thugs - feat. Bone Thugs and Harmony Explicit.mp3,4.373697782658129,2871.388539708774,20.545875766960364,6280.312023812403,2859.10975917419,151.99908088235293,6.263497829437256
29,One Step Closer.mp3,7.611478075453316,2962.3956461208386,18.93139025638229,6074.488268400493,2708.8480923777406,95.703125,7.914623260498047
30,Panda.mp3,7.228293416646992,2660.2382873481984,21.26910858789344,5162.052119110391,2376.475272607629,143.5546875,8.623891830444336
31,Patiently Waiting.mp3,7.306403669896777,2292.370627164161,20.81634325166126,4712.2715055388935,2372.9809802088926,103.359375,7.888511657714844
32,POWER.mp3,8.002379081443381,2517.5184361415413,19.86977120230248,5265.034829721362,2506.761236763795,151.99908088235293,9.522476196289062
33,Propaganda.mp3,9.36048158370349,3530.6709678411917,19.123140872666376,7236.189577084946,2875.109012158783,151.99908088235293,8.749369621276855
34,Purple Lamborghini (with Rick Ross).mp3,6.5976131565827725,3307.7760764239515,19.92805055213063,7146.115121752854,2987.033143341298,143.5546875,10.72292423248291
35,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit).mp3,6.400478265972975,2308.880784977277,20.311381400809356,5176.985362144446,2585.940155714472,129.19921875,8.785757064819336
36,Put On.mp3,9.002466860136064,2796.4058461234195,20.228582858954304,6367.661495622097,2901.8131902928517,135.99917763157896,10.153571128845215
37,Rap God.mp3,7.840335906072247,2701.1985580671426,19.46494423105139,5359.9259225945725,2570.5957341511084,99.38401442307692,9.336885452270508
38,Regulate.mp3,3.6871114036452726,1793.37166227545,20.232733950044533,4101.341866413506,2424.0767388042623,95.703125,5.1620917320251465
39,Smells Like Teen Spirit.mp3,6.9771173803726345,2972.0576348884274,19.368542425840644,5685.073956468895,2466.1257358989956,117.45383522727273,7.777246952056885
40,Tempo.mp3,0.3943358890528502,2767.7212663141486,19.981328527658622,5623.2993300116095,2550.5987136026333,112.34714673913044,6.606503486633301
41,The Drop.mp3,5.871243549210921,3036.74353168165,20.85625576198054,6500.02736189048,2828.7853562899227,112.34714673913044,9.735955238342285
42,Thunderstruck.mp3,7.800178019093616,2802.048441244373,19.726274014654958,5534.64986606279,2481.257761958866,135.99917763157896,6.906495094299316
43,We Own It (Fast & Furious).mp3,5.659861262325694,2210.3674894907385,19.41836791398757,4692.413292285459,2430.72007484915,86.1328125,4.33935022354126
44,Welcome To The Jungle.mp3,3.314639506268342,2653.0816225191948,19.56510555796198,5209.8601633550215,2335.9371398238122,123.046875,4.190575122833252
45,Wild for the Night.mp3,7.909813187880964,2918.0051583085656,19.83592362754056,6597.643438286087,2891.84451906147,143.5546875,11.055170059204102
46,'Till I Collapse.mp3,7.2836157017020495,2674.7749921862146,19.87695238045136,5288.601353884482,2482.2794200628377,86.1328125,8.85763931274414
47,A Milli.mp3,0.3198681828876105,2984.144800510727,21.843217702505548,6185.670929427486,2719.4800504660575,103.359375,7.212767601013184
48,All The Way Up (Remix).mp3,-1.639083191406773,2541.987379299166,21.93848197829147,5268.393142747436,2485.6707839154847,117.45383522727273,5.651818752288818
49,Antidote.mp3,3.7100877665319585,2866.0426901716687,21.828412050678097,6488.544097994873,2923.624558863672,129.19921875,8.435676574707031
